sedalea,sedaleaname,fips,stateabb,gslo,gshi,urban,suburb,town,rural,locale_city_large,locale_city_midsize,locale_city_small,locale_suburb_large,locale_suburb_midsize,locale_suburb_small,locale_town_fringe,locale_town_distant,locale_town_remote,locale_rural_fringe,locale_rural_distant,locale_rural_remote,avgrdall,pernam,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perecd,perell,perspeced,totenrl,diffexpecd_blkwht,diffexpecd_hspwht,diffexpecd_namwht,diffexpecd_asnwht,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,diffexpmin2_blkwht,diffexpmin2_hspwht,diffexpmin2_namwht,diffexpmin2_asnwht,sesavgall,sesavgasn,sesavgblk,sesavghsp,sesavgnam,sesavgwht,sesavgwhtblk,sesavgwhthsp,lninc50avgall,baplusavgall,unempavgall,snapavgall,povertyavgall,single_momavgall,lninc50avgasn,baplusavgasn,unempavgasn,snapavgasn,povertyavgasn,single_momavgasn,lninc50avgblk,baplusavgblk,unempavgblk,snapavgblk,povertyavgblk,single_momavgblk,lninc50avghsp,baplusavghsp,unempavghsp,snapavghsp,povertyavghsp,single_momavghsp,lninc50avgnam,baplusavgnam,unempavgnam,snapavgnam,povertyavgnam,single_momavgnam,lninc50avgwht,baplusavgwht,unempavgwht,snapavgwht,povertyavgwht,single_momavgwht,sesavgwhtasn,sesavgwhtnam,urbanicity
100005,Albertville City,1,AL,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,.090909094,.90909094,0,0,0,0,355.0303,.0018704035,.0044565583,.40005445,.024528733,.55157578,.59272355,.062739149,.65546268,.62231189,.1438655,.062078554,2130.181818181818,0,0,0,0,2.3995237e-09,4.8755613e-09,-3.6621539e-09,-2.1482860e-09,0,0,0,0,0,0,0,0,-.48328894,,,-1.5206059,,-.12506346,,1.3891518,10.562815,.14380194,.048980329,.15721372,.23776574,.19649373,,,,,,,,,,,,,10.27944,.042531423,.041076545,.25008592,.41797441,.1901269,,,,,,,10.616526,.17185751,.05275476,.12509483,.15933913,.1858584,,,Town
100006,Marshall County,1,AL,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,.16148689,.83851308,0,434.45453,.0035969352,.0020501364,.1850874,.0096166134,.79151207,.62924194,.085382,.71462393,.73859096,.057114702,.11254065,2606.727272727273,.013681833,.081405826,.025051413,-.027252048,.11351729,.16368042,.041926682,.066299252,.013042063,.13267593,.054720733,.074996337,.005985246,.13087033,.04560544,-.023976967,-.15876283,,,-1.3957565,,-.016121143,,1.3867716,10.62818,.15017772,.070802078,.11487688,.19034317,.1410594,,,,,,,,,,,,,10.31811,.036218438,.054872576,.19852272,.40919521,.2026761,,,,,,,10.655486,.15718439,.068629473,.10740864,.16301101,.13465759,,,Rural
100007,Hoover City,1,AL,Pre-Kindergarten,12,.84145743,.0078434777,0,.15069912,0,0,.84145743,.0078434777,0,0,0,0,0,.15069912,0,0,1029.3485,.00075585494,.068535887,.064597562,.23832387,.605654,.19075094,.04666575,.2374167,.24318698,.095343396,.17024024,6176.090909090909,.026082637,.048926163,.028286994,-.012670599,.036187313,.056654237,.04618473,.046217002,.040102281,.040076096,.043170448,.048620846,.038540598,.046328083,.04818365,.0069516893,1.4829046,2.0031035,.27883691,-.19782151,,1.8230124,1.5406907,1.9357098,11.27056,.56209588,.04532101,.030503253,.059249423,.13472176,11.277606,.63519198,.031010542,.018775403,.064237937,.063320637,10.8441,.45436835,.046559207,.083674379,.079179779,.3905775,10.783144,.25343153,.069621548,.16080096,.24592057,.14780968,,,,,,,11.39292,.59722686,.043463215,.013428726,.037321433,.09108191,-.11884934,,City
100008,Madison City,1,AL,Pre-Kindergarten,12,0,.96342516,0,.036574822,0,0,0,.63636363,.32706153,0,0,0,0,.036574822,0,0,717.53033,.0056188754,.088064447,.039771479,.19977258,.64196163,.16542947,.042274613,.2077041,.20735043,.033597402,.10912826,4305.181818181818,.0023715231,.0036509254,.0054087518,-.003297081,.0095026549,.032140192,.0060291686,.011883174,.010289378,.012874592,.0055799545,.012323816,.0089769736,.011401573,.0067463829,.0027286359,1.5297245,2.148582,-.017123308,.45139685,,1.8274226,1.8254788,1.1971632,11.403903,.57009268,.051753294,.039367314,.056977816,.13228181,11.523671,.67338431,.043921538,.011992654,.062485259,.07150539,10.984464,.4512043,.073075026,.13178742,.11688536,.39243382,11.045798,.40031761,.047187988,.12076862,.17969885,.18853399,,,,,,,11.477455,.59211618,.048351433,.020575725,.038489223,.089088634,-.23033492,,Suburb
100011,Leeds City,1,AL,Pre-Kindergarten,12,0,.63636363,.36363637,0,0,0,0,.63636363,0,0,.36363637,0,0,0,0,0,136.0303,.0023715778,.0080156056,.12479622,.23062396,.61464745,.46617982,.078015015,.54419482,.56288415,.050126579,.10864093,816.1818181818181,0,0,0,0,-4.5217794e-09,3.7162720e-09,6.2790089e-09,-4.5297677e-09,0,0,0,0,0,0,0,0,.22988494,,-1.88956,,,.64967632,2.4732742,,10.817399,.25786459,.066678226,.089742333,.13013448,.18934155,,,,,,,10.387002,.12702519,.1571252,.21348879,.25132903,.4035311,,,,,,,,,,,,,10.878054,.27864,.050082054,.068042792,.088262305,.14932632,,,Suburb
100012,Boaz City,1,AL,Pre-Kindergarten,12,0,0,.983684,.016315999,0,0,0,0,0,0,.074593097,.90909094,0,.016315999,0,0,174.69698,.0041914294,.0063778786,.23302764,.018480888,.71582073,.5636363,.084173769,.6478101,.65464073,.071626633,.069196261,1048.181818181818,.00028416514,.00025805741,.00036596655,-.00031808787,.00043437685,.0012515583,.000064858898,.00062042801,.000045284465,.0010810953,.000089061483,.00068694563,.00036438595,.0010918826,.00044292983,.00025424,-.46377313,,,-1.3303244,,-.32000992,,1.2151433,10.46839,.17568429,.070890009,.14238951,.18007573,.21053834,,,,,,,,,,,,,10.399585,.0085642105,.081784375,.20821923,.31682244,.15788658,,,,,,,10.490515,.18898085,.068420753,.12730935,.14765415,.19743523,,,Town
100013,Trussville City,1,AL,Pre-Kindergarten,12,0,.54974878,0,.45025125,0,0,0,.54974878,0,0,0,0,0,.45025125,0,0,341.01517,.002087198,.023099288,.010561599,.10487273,.84604365,.073508032,.020788761,.094296791,.1032858,.0080242306,.065195367,2046.090909090909,.0010317537,.0017561112,-.00077766448,.00045389263,.003240251,.0079512112,.0034578529,.0042075887,.0023716094,.0015013106,.0017810365,.0030252466,.0021869084,.0010115996,-.0022559101,-.00043378508,1.4922049,,.64436382,,,1.551664,.92461485,,11.37153,.40970409,.046663415,.023542022,.03916084,.11264084,,,,,,,11.156133,.36806479,.079022437,.06629774,.05289375,.30989686,,,,,,,,,,,,,11.379626,.41477722,.044451173,.020113874,.037268788,.10433032,,,Suburb
100030,Alexander City,1,AL,Pre-Kindergarten,12,0,0,.7001524,.2998476,0,0,0,0,0,0,0,.52972066,.17043175,.2998476,0,0,237.04546,.0021061867,.0089344736,.040367305,.38835371,.54899824,.53635651,.052062396,.5884189,.60959852,.021707824,.12487014,1422.272727272727,.00025644267,.000019401312,0,.000072340255,.00064906321,.0002343113,.000015592501,.00034473647,.00071277347,.000037270853,.000021512153,.00035019257,.00071524357,.0001532774,0,.0001311145,-.79900366,,-3.0799575,,,.25360999,3.2568815,,10.501702,.17102598,.083606221,.17891851,.20616797,.25505903,,,,,,,10.030525,.060128849,.12948744,.35012996,.36435381,.53970766,,,,,,,,,,,,,10.714724,.22141218,.062212899,.097677208,.11732822,.14442718,,,Town
100060,Andalusia City,1,AL,Pre-Kindergarten,12,0,0,.93537265,.064627364,0,0,0,0,0,0,0,0,.93537265,.064627364,0,0,133.95454,.00033711756,.014713107,.018893166,.32605836,.63049531,.51797926,.058993969,.5769732,.58089656,.0059684278,.10170652,803.7272727272727,-.000027780281,0,0,0,.00020972974,.000051531566,6.8355967e-06,7.4546724e-06,.00020508785,9.7228976e-06,9.4556708e-06,.000010215537,.00020733838,.00006844943,0,.000057041194,-1.007555,,-3.2811358,,,-.16258313,3.0328622,,10.398338,.20747393,.099345721,.17877848,.20338248,.28162202,,,,,,,10.007215,.068637818,.1774554,.33007741,.3489455,.52834147,,,,,,,,,,,,,10.575012,.25745744,.071675889,.12914325,.14105389,.18518792,,,Town
100090,Anniston City,1,AL,Pre-Kindergarten,12,.98145652,0,0,.018543454,0,0,.98145652,0,0,0,0,0,0,.018543454,0,0,155.24243,.00046915442,.0022413465,.030488987,.9011451,.05621507,.86714512,.039641149,.9067862,.87394381,.010214325,.086301297,931.4545454545455,.019607553,-.017189136,-.030073658,-.038264554,.062976167,.099564157,.039209563,.041704554,.031340852,.095979102,.035561461,.03172949,.029312246,.0051701269,-.0044786856,-.020460723,-1.5316958,,-3.2658129,,,.24497995,3.4455464,,10.395377,.21519367,.12613146,.22883274,.26152381,.32918468,,,,,,,10.06089,.11126953,.18120858,.35962003,.38124281,.51610327,,,,,,,,,,,,,10.68311,.29926059,.069877997,.097565733,.12241761,.14914282,,,City
100100,Arab City,1,AL,Pre-Kindergarten,12,0,0,.22202545,.77797455,0,0,0,0,0,0,0,.22202545,0,.77797455,0,0,192.19698,.0022658941,.0081619127,.018637452,.0024326255,.96086597,.28550011,.084668837,.37016895,.37139252,.0051610069,.080640443,1153.181818181818,0,0,0,0,3.5044561e-09,1.3705412e-09,1.6856084e-09,9.6644670e-10,0,0,0,0,0,0,0,0,-.20424221,,,,,-.16081589,,,10.707814,.22864792,.072677746,.14104605,.16502029,.20721768,,,,,,,,,,,,,,,,,,,,,,,,,10.712803,.22907346,.069764137,.13946134,.15389711,.19312331,,,Rural
100120,Athens City,1,AL,Pre-Kindergarten,12,0,0,.89764738,.1023526,0,0,0,0,0,0,.70084429,.19680311,0,.1023526,0,0,257.86365,.0047399276,.015352652,.14521135,.23605491,.56990486,.47643778,.058688492,.53512627,.53431743,.066080421,.090165965,1547.181818181818,.0098686311,.016766829,.0098926844,-.019909941,.0051517896,.010145098,.010416416,.022369757,.0061693345,.0099076759,.014212452,.029253403,.0066151097,.0097427657,.0038031768,-.012416826,-.18482208,,-1.6092699,-1.6520295,,.25705618,1.877593,1.724479,10.716211,.26588213,.089634433,.13956314,.14840999,.20444787,,,,,,,10.271873,.13389395,.099125035,.22885036,.19211885,.44618392,10.381319,.079490118,.11304522,.21126191,.3456299,.2303077,,,,,,,10.815597,.30620685,.082971752,.11326921,.11079441,.14713797,,,Town
100180,Attalla City,1,AL,Pre-Kindergarten,12,0,.9487536,0,.051246412,0,0,0,0,0,.9487536,0,0,0,.051246412,0,0,115.34849,.0013272852,.0014930107,.076519236,.16835725,.73923957,.62606776,.098038383,.72410619,.73375261,.023190632,.1068098,692.0909090909091,-.000013142821,.0003451723,-.00041971603,-.00025522709,.00050118344,.001267769,.00006370464,.00036243736,.00034544824,.0011064732,.000083581355,.00021210019,.00029439345,.0007123184,-.00046928725,-.00025331602,-.88793409,,,,,-.54035938,,,10.448979,.10783386,.09525156,.16497442,.17807288,.24757953,,,,,,,,,,,,,,,,,,,,,,,,,10.510377,.1098098,.070488751,.14720276,.15022664,.18878923,,,Suburb
100185,Saraland City,1,AL,Pre-Kindergarten,12,0,.9733367,0,.026663281,0,0,0,.9733367,0,0,0,0,0,.026663281,0,0,199.13637,.01207857,.012615195,.018037623,.15946728,.78595227,.42818657,.10026696,.52845353,.5321672,.010570216,.15298067,1194.818181818182,0,0,0,0,7.4423507e-09,-1.2664066e-09,2.6710796e-09,-1.4929114e-09,0,0,0,0,0,0,0,0,-.067323215,,-2.3415654,,,.49539524,2.7715821,,10.816032,.19142558,.077524193,.1219948,.13098201,.21558841,,,,,,,10.406267,.11471235,.15660784,.30516306,.2391856,.47884023,,,,,,,,,,,,,10.949582,.20394464,.060155418,.078424148,.090584882,.15703435,,,Suburb
100188,Chickasaw City,1,AL,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.976189,.0026426292,.00073385518,.020558631,.70410824,.25660339,.85115647,.039795745,.89095217,.83836925,.0062232176,.17254363,503.8571428571428,0,0,0,0,-8.8544700e-09,4.4103579e-09,1.0951346e-09,.00015685418,0,0,0,.000071481671,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburb
100189,Satsuma City,1,AL,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.95238,.018761925,.012469597,.0080671217,.097625673,.85167503,.34640113,.091177158,.43757829,.45323744,.001531267,.089139223,635.7142857142857,0,0,0,0,5.3538876e-09,2.0695088e-09,-7.5730764e-09,5.2720567e-10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburb
100190,Alabaster City,1,AL,Pre-Kindergarten,12,0,.84731948,0,.15268049,0,0,0,.84731948,0,0,0,0,0,.15268049,0,0,478.86365,.0010926245,.012497324,.1566633,.18055649,.62906975,.31243381,.055523306,.36795712,.37953395,.12938581,.16557755,2873.181818181818,-.00004480554,.0017862659,-.0045713312,-.0014204234,.00023795731,.0023642443,.00090990984,.0009024574,.0002416965,.0024819449,.0011774532,.0012222778,.000048850972,.0015351172,-.0017211454,-.0010665813,.96931863,,.11249664,-.80116433,,1.2452949,1.1409047,1.8795946,11.157621,.35276118,.049758114,.059025493,.090864561,.13700199,,,,,,,10.949574,.31308851,.068398491,.13396527,.10243187,.29165164,10.595476,.10592484,.062697373,.16024117,.36596534,.14312921,,,,,,,11.194079,.37927964,.047213636,.040426243,.053370554,.11444395,,,Suburb
100194,Pelham City,1,AL,Pre-Kindergarten,12,0,.88046116,0,.11953884,0,0,0,.88046116,0,0,0,0,0,.11953884,0,0,246.89999,.0026725265,.031189844,.30511782,.13793834,.49527702,.34654665,.056779217,.40332586,.43115953,.13386637,.084976785,1481.4,-.0003802538,.0010179192,.010004373,-.0044164835,.00060299068,.0014445451,.00030861085,.0028255321,.0006465473,.0018988837,.0004035554,.0038833877,-.00027713081,.0011562834,-.0039907293,-.0019075116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburb
100195,Pike Road City,1,AL,Pre-Kindergarten,12,0,.068840578,0,.93115944,0,0,0,.068840578,0,0,0,0,0,.93115944,0,0,142.375,.0026626447,.06919165,.083035283,.25088605,.50639403,.15325814,.017098675,.17035682,.17659983,.065588728,.099929109,854.25,0,0,0,0,2.0472277e-09,1.0314989e-08,2.1625379e-10,1.5666541e-09,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural
100210,Auburn City,1,AL,Pre-Kindergarten,12,.81940728,0,0,.1805927,0,0,.81940728,0,0,0,0,0,0,.1805927,0,0,582.01514,.00116258,.090254404,.033337507,.25409108,.61251169,.24291718,.038839016,.28175619,.28484818,.028031014,.083294854,3492.090909090909,.0045905076,.0030112874,-.00095052965,.004579776,.0075421995,.019106092,.0025949643,.0054356456,.008807946,.0066794157,.0028247712,.0064598778,.0071399664,.0024313279,.0079773581,.0037808677,.13022695,1.1166748,-1.8554757,-.21337384,,.61200392,2.4532475,.91510016,10.53194,.58125824,.064469643,.059151217,.28301555,.18401563,10.665058,.73577619,.03401706,.016606973,.18835044,.047947455,10.209167,.26799896,.091141127,.20641795,.33302784,.48127812,10.452081,.32515579,.061373714,.13014807,.19117475,.18939935,,,,,,,10.65736,.66163474,.0598053,.024365991,.27593148,.10979994,-.54705232,,City
100240,Autauga County,1,AL,Pre-Kindergarten,12,0,.30294198,.17636043,.52069759,0,0,0,.30294198,0,0,.17636043,0,0,.31281948,.20163245,.0062456625,745.27271,.0024349084,.017276438,.025696702,.24235179,.69812369,.39111167,.077972598,.46908429,.47474959,.01025322,.085092977,4471.636363636364,.052133963,-.037920609,-.019671503,-.071437582,.09922079,.041861665,.039338294,.0538866,.1173458,.013719843,.05153783,.066972405,.11471212,.020510254,.017988736,.03091578,.23574723,,-1.8472843,.061035238,,.67751575,2.509119,.70137507,10.882496,.23449813,.060748428,.11499985,.12767634,.17848076,,,,,,,10.26836,.13882355,.10732523,.24599953,.29365543,.39884803,10.954341,.26508883,.085212082,.063808091,.14484788,.23978297,,,,,,,10.980473,.25463259,.050028589,.086390845,.087133609,.13283655,,,Rural
100270,Baldwin County,1,AL,Pre-Kindergarten,12,.16705877,.052298129,.29120836,.48943475,0,0,.16705877,.0095144073,0,.042783722,.15619949,.13500889,0,.39527276,.094161965,0,2290.1667,.0051842928,.0087406673,.06337443,.12970419,.76577908,.38319942,.07028655,.45348597,.47358003,.025239028,.11626303,13741,.083455287,.11038349,.07955651,-.080122299,.14210646,.11507292,.097919658,.12646163,.11698616,.073197149,.1235282,.16448575,.11467268,.075465009,.029108096,.0015092401,.48062083,.97361201,-1.7513393,-.52811086,-.83159441,.74614465,2.4868407,1.2610679,10.84847,.29035473,.062680997,.073972583,.12021038,.14847052,10.853016,.4422166,.049636416,.060441546,.16081265,.12575018,10.328766,.1321374,.099281311,.21638197,.30655897,.41108131,10.589048,.19488512,.064637639,.12928756,.25390482,.2329905,10.784282,.17495464,.14490262,.14417547,.23292932,.20048752,10.905772,.30898806,.057921935,.059141215,.091550894,.12166834,-.0016041213,1.4418782,Rural
100300,Barbour County,1,AL,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,69.21212,.001048896,.00111331,.10837352,.81764567,.069510847,.95390236,.028647479,.98254991,.92667145,.053703465,.10452408,415.2727272727273,0,0,0,0,7.6172384e-09,-3.0616578e-09,-3.0407907e-09,.000075712713,0,0,0,.000029023135,0,0,0,0,-1.3994936,,-2.9955306,,,-.093333676,2.8372509,,10.36611,.086244613,.1008559,.22797146,.26316196,.25497416,,,,,,,9.990881,.040650658,.14165998,.34036389,.38388905,.46000966,,,,,,,,,,,,,10.600929,.13255022,.069816634,.13438265,.14552316,.11213815,,,Rural
100330,Bessemer City,1,AL,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,318.62122,.0009899803,.00057525234,.061494552,.9098267,.02360246,.87122911,.03333107,.90456021,.85282087,.021526484,.082305253,1911.727272727273,.01117707,.0062196995,.0018428012,.0053964057,.088432074,.077977024,.021469748,.038851194,.023501921,.073873132,.01598892,.026765682,.019303106,.0030729708,.021793727,-.0041266722,-2.0252764,,-2.7037282,-.98852342,,-.26593959,2.374002,.99375772,10.304752,.13431393,.13149379,.24258047,.27203453,.43304738,,,,,,,10.186943,.12280142,.15223292,.30516472,.30469289,.54229605,10.487113,.090014979,.09243308,.17904425,.26090777,.19525596,,,,,,,10.550651,.15543433,.084206805,.098793246,.15971576,.15373109,,,Suburb
100360,Bibb County,1,AL,Pre-Kindergarten,12,0,0,.4003861,.5996139,0,0,0,0,0,0,.059220962,.34116513,0,.14305121,.4565627,0,262.77274,.00088038325,.0029195079,.020878959,.21995763,.7492823,.54495513,.10115468,.64610982,.65689665,.006286772,.12288515,1576.636363636364,.033675045,.0044503808,.0089156283,.0061952742,.12163838,.074202202,.0087226024,.012363966,.11797386,.011680854,.011895464,.015483009,.11522502,.030598579,.1042617,.030404715,-.28559828,,-1.8193758,,,.021278847,1.8799815,,10.63326,.10592953,.076965973,.13449989,.15615422,.17390186,,,,,,,10.132866,.05698977,.078043498,.2652722,.26289216,.37552348,,,,,,,,,,,,,10.716949,.11839638,.076185882,.10672863,.12987047,.13308558,,,Rural
100390,Birmingham City,1,AL,Pre-Kindergarten,12,.98420566,.0056571453,0,.010137201,0,.98420566,0,.0056571453,0,0,0,0,0,.010137201,0,0,1881.7577,.00078121241,.0016382532,.045578063,.9364664,.010463503,.82052261,.045973841,.86649644,.83187789,.066794343,.2793602,11290.54649336772,.024781989,.029169139,.032258309,-.10209239,.16800977,.42827469,.10281499,.14734322,.022920907,.41180104,.10576452,.13650464,.021791076,.018658027,.015574543,.00081423298,-1.6470423,.43787137,-2.4909573,-.57244724,,.54747224,3.0341091,1.1232017,10.397727,.24108182,.12159169,.21071088,.27584508,.4283703,10.69012,.77423954,.045523144,.028935857,.18340504,.13259086,10.239007,.14932548,.15076406,.27775747,.30804157,.51695633,10.443028,.16097124,.057607707,.11514647,.28744128,.19444574,,,,,,,10.78569,.46561292,.061272606,.056050912,.16804238,.15738405,-.3360284,,City
100420,Blount County,1,AL,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,.06956692,.93043309,0,634.68182,.0018914983,.0019596855,.1291697,.012504246,.85060847,.45384011,.091798268,.54563838,.56385303,.037045453,.097054772,3808.090909090909,-.012689988,.093326665,.022375939,-.036468815,.096334025,.16115385,.03735695,.042466838,.012326118,.1071255,.050328493,.05706834,-.00018143161,.10303863,.020578954,-.012566847,.11450592,,,-.64954388,,.19422968,,.89578807,10.745812,.11895581,.063517027,.1034829,.13962309,.13016468,,,,,,,,,,,,,10.442411,.027945284,.063725352,.1264428,.30815583,.12067458,,,,,,,10.762833,.12386828,.061932739,.099683799,.123426,.12919077,,,Rural
100450,Brewton City,1,AL,Pre-Kindergarten,12,0,0,.83205932,.16794068,0,0,0,0,0,0,0,.83205932,0,.16794068,0,0,89.166664,.0032756967,.005456707,.012002829,.36417657,.61036044,.45196676,.053273935,.50524068,.50763011,.0047542346,.063938148,535,0,0,0,0,-9.4633679e-10,-6.1686816e-09,4.5959192e-09,5.0817515e-09,0,0,0,0,0,0,0,0,-1.0921082,,-2.8666692,,,.36642075,3.0742617,,10.471945,.23024392,.096660182,.19034646,.22312494,.29685521,,,,,,,10.076258,.11599275,.15464951,.32942516,.34243253,.47266588,,,,,,,,,,,,,10.816916,.3115643,.065997534,.069016106,.12079211,.15954648,,,Town
100480,Bullock County,1,AL,Pre-Kindergarten,12,0,0,.86932063,.13067937,0,0,0,0,0,0,0,.86932063,0,.11301953,.011753011,.0059068408,113.5,0,.00052841299,.11129151,.87753034,.010228512,.84273016,.032065302,.8747955,.89066988,.057873953,.094354518,681,-.00061669672,0,,0,.004308613,4.8627880e-09,.0055566165,.03094092,.00027768294,0,.0042342902,.018700855,.00024447154,0,,0,-1.5362897,,-2.4984043,,,.8123768,3.2116456,,10.403204,.11770581,.10191983,.21168122,.26108107,.34144181,,,,,,,10.109994,.072169997,.12358044,.28557315,.33628994,.45974785,,,,,,,,,,,,,10.924347,.22965829,.060811825,.044916678,.055245332,.11805596,,,Town
100510,Butler County,1,AL,Pre-Kindergarten,12,0,0,.51108181,.48891816,0,0,0,0,0,0,0,.27885851,.23222333,.21177591,0,.27714223,241.69698,.0011607183,.0071223532,.0078789154,.62452519,.3511672,.71538913,.075590461,.79097956,.81297034,.0032495277,.091745123,1450.181818181818,.04063087,.023456106,.057530221,.04360259,.093223169,.10776684,.023900583,.036718726,.12251555,.017423576,.030580239,.035697564,.12068366,.095141537,.17319438,.14172775,-1.0993326,,-2.7954986,,,.1185732,2.8802688,,10.434165,.14282987,.094500609,.18801622,.23070274,.28666285,,,,,,,10.095298,.0852805,.14552447,.30445293,.34307194,.50831723,,,,,,,,,,,,,10.677285,.18103303,.059884746,.10437062,.13724558,.14647543,,,Town
100540,Calhoun County,1,AL,Pre-Kindergarten,12,0,.45899817,0,.5410018,0,0,0,0,0,.45899817,0,0,0,.50508547,.035916343,0,709.48486,.00282198,.0053622024,.033713471,.13933586,.80948359,.49162951,.089112386,.58074188,.60610044,.010646023,.10080501,4256.909090909091,.081537731,.036045752,-.0012654804,.04666438,.13537699,.12395505,.03683199,.053911958,.11944754,.044288408,.049970485,.068297759,.12425382,.11130652,.0039399862,.089018315,-.26964906,,-1.955866,-1.1272805,,.0034110316,1.9778018,1.2166719,10.723726,.14927234,.092758201,.13823119,.15120347,.17942214,,,,,,,10.415318,.13457158,.16476808,.27566418,.25954208,.35333261,10.630219,.11320508,.13093509,.17460528,.26283035,.1314304,,,,,,,10.767616,.15231018,.076103762,.11850983,.13189134,.15856674,,,Rural
100600,Chambers County,1,AL,Pre-Kindergarten,12,0,0,.76068366,.23931631,0,0,0,0,0,0,0,.76068366,0,.0087721227,.23054419,0,290.92426,.0019517507,.0043819528,.018118629,.47423103,.49584237,.6341033,.069184922,.7032882,.6991567,.0046385908,.12044051,1745.545454545455,.096610777,.0093005681,-.021113237,-.0089561874,.16753872,.11745824,.067664474,.08497002,.2012134,.05242553,.080243334,.08460477,.19593887,.059997514,-.023565402,.044296768,-.51083773,,-1.9363279,,,.1823148,2.1167696,,10.527662,.11449914,.084415264,.13150688,.16765499,.21892048,,,,,,,10.290218,.050560419,.12418327,.23192595,.25138688,.42617512,,,,,,,,,,,,,10.658022,.14113507,.064154349,.086345494,.12261686,.12624484,,,Town
100630,Cherokee County,1,AL,Pre-Kindergarten,12,0,0,.1846581,.81534189,0,0,0,0,0,0,0,.1846581,0,.1707429,.64459902,0,312.31818,.062019274,.0039837668,.012908905,.051674943,.86228079,.52627939,.1006002,.62687957,.65173995,.0029603241,.091577791,1873.909090909091,.012579126,-.014702809,.01392765,-.01071719,.14025541,.11686886,.01352659,.02898895,.044821706,.014285603,.018535871,.035457373,.030652918,.034370042,.035062619,-.0037226924,-.32494351,,-1.455457,,,-.22520241,1.4012883,,10.554541,.12170982,.083161533,.14350736,.16444188,.14157103,,,,,,,10.272444,.091206916,.1077708,.22342212,.2349176,.3178103,,,,,,,,,,,,,10.576673,.12330182,.079354338,.13294725,.15540604,.13346846,,,Rural
100660,Chilton County,1,AL,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,.43820357,.53815538,.023641037,604.87878,.0011568451,.0037893476,.12086564,.1160822,.74173319,.5435968,.08446417,.628061,.65237284,.040977467,.087784611,3629.272727272727,.000076821343,.010746707,-.022210797,-.027642082,.04310948,.076195307,.010066533,.014819261,.032578968,.05955315,.013643109,.018052341,.014542273,.036865238,.013034705,.0057195965,-.45330983,,-2.3562565,-1.0865368,,-.17249778,2.2080855,1.032948,10.643796,.12541562,.081568711,.16154315,.18278253,.18334289,,,,,,,10.319328,.077652626,.11822269,.32142407,.28422904,.47460094,10.621881,.023535362,.081408463,.19774921,.33383769,.17705484,,,,,,,10.689292,.13625909,.076471917,.13737206,.15708916,.14931163,,,Rural
100690,Choctaw County,1,AL,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,124.72727,.0018375115,.00076395756,.0081448946,.65552467,.33106798,.72206366,.073053338,.79511702,.77304506,.0024964521,.1009775,748.3636363636364,.040937137,.026586844,.058519945,.032824378,.085501112,.14635648,.0183593,.032501891,.10518505,.038309276,.021566231,.032795783,.10456528,.083904862,.18496349,.18788901,-1.1150372,,-2.9169924,,,.17798637,3.0398939,,10.409414,.11880307,.10424453,.19106011,.22010118,.25227794,,,,,,,10.017385,.098953754,.17602272,.30876321,.34467602,.46208364,,,,,,,,,,,,,10.693097,.12938358,.064051159,.097319663,.12389774,.11459647,,,Rural
100720,Clarke County,1,AL,Pre-Kindergarten,12,0,0,.38124499,.61875498,0,0,0,0,0,0,0,0,.38124499,.23513785,0,.38361716,222.66667,.0025803016,.0037300945,.0097686024,.64231378,.33584055,.68892509,.070564747,.75948989,.70480841,.0017512628,.079388931,1336,.0013483998,-.0074618552,-.0069805747,-.0066356342,.0055656931,.099566661,.0072728507,.010772531,.0063737207,.016492246,.0083602369,.010945112,.0060865851,.0012565161,-.0039593214,.0047213859,-1.3520647,,-3.12502,,,-.037059061,3.0441437,,10.317785,.1145645,.13582152,.17370407,.27386048,.20953588,,,,,,,9.8561306,.042360399,.19705474,.30096304,.41131988,.36922279,,,,,,,,,,,,,10.653397,.1649279,.09327998,.081891477,.15015617,.11307321,,,Rural
